company_name,date,number_of_evidence,evidence_no,final_snippet_score
CRM,2023-03-08,6,1,9
CRM,2023-03-08,6,2,3
CRM,2023-03-08,6,3,6
CRM,2023-03-08,6,4,9
CRM,2023-03-08,6,5,8
CRM,2023-03-08,6,6,6
CRM,2024-03-06,2,1,4
CRM,2024-03-06,2,2,4
CRWD,2021-03-18,12,1,6
CRWD,2021-03-18,12,2,4
CRWD,2021-03-18,12,3,2
CRWD,2021-03-18,12,4,6
CRWD,2021-03-18,12,5,8
CRWD,2021-03-18,12,6,8
CRWD,2021-03-18,12,7,9
CRWD,2021-03-18,12,8,0
CRWD,2021-03-18,12,9,4
CRWD,2021-03-18,12,10,2
CRWD,2021-03-18,12,11,4
CRWD,2021-03-18,12,12,5
CRWD,2022-03-16,13,1,4
CRWD,2022-03-16,13,2,4
CRWD,2022-03-16,13,3,0
CRWD,2022-03-16,13,4,6
CRWD,2022-03-16,13,5,2
CRWD,2022-03-16,13,6,3
CRWD,2022-03-16,13,7,7
CRWD,2022-03-16,13,8,7
CRWD,2022-03-16,13,9,3
CRWD,2022-03-16,13,10,-2
CRWD,2022-03-16,13,11,2
CRWD,2022-03-16,13,12,2
CRWD,2022-03-16,13,13,3
CRWD,2023-03-09,11,1,8
CRWD,2023-03-09,11,2,2
CRWD,2023-03-09,11,3,5
CRWD,2023-03-09,11,4,6
CRWD,2023-03-09,11,5,3
CRWD,2023-03-09,11,6,6
CRWD,2023-03-09,11,7,3
CRWD,2023-03-09,11,8,7
CRWD,2023-03-09,11,9,2
CRWD,2023-03-09,11,10,4
CRWD,2023-03-09,11,11,2
CRWD,2024-03-07,4,1,6
CRWD,2024-03-07,4,2,1
CRWD,2024-03-07,4,3,5
CRWD,2024-03-07,4,4,6
CSCO,2021-09-09,15,1,8
CSCO,2021-09-09,15,2,8
CSCO,2021-09-09,15,3,5
CSCO,2021-09-09,15,4,4
CSCO,2021-09-09,15,5,6
CSCO,2021-09-09,15,6,6
CSCO,2021-09-09,15,7,5
CSCO,2021-09-09,15,8,3
CSCO,2021-09-09,15,9,4
CSCO,2021-09-09,15,10,4
CSCO,2021-09-09,15,11,4
CSCO,2021-09-09,15,12,3
CSCO,2021-09-09,15,13,7
CSCO,2021-09-09,15,14,6
CSCO,2021-09-09,15,15,5
CSCO,2022-09-08,10,1,6
CSCO,2022-09-08,10,2,7
CSCO,2022-09-08,10,3,4
CSCO,2022-09-08,10,4,6
CSCO,2022-09-08,10,5,6
CSCO,2022-09-08,10,6,2
CSCO,2022-09-08,10,7,7
CSCO,2022-09-08,10,8,8
CSCO,2022-09-08,10,9,5
CSCO,2022-09-08,10,10,2
CSCO,2023-09-07,2,1,3
CSCO,2023-09-07,2,2,1
CSCO,2024-09-05,2,1,4
CSCO,2024-09-05,2,2,1
CSGP,2021-02-24,14,1,6
CSGP,2021-02-24,14,2,2
CSGP,2021-02-24,14,3,2
CSGP,2021-02-24,14,4,6
CSGP,2021-02-24,14,5,4
CSGP,2021-02-24,14,6,3
CSGP,2021-02-24,14,7,3
CSGP,2021-02-24,14,8,4
CSGP,2021-02-24,14,9,1
CSGP,2021-02-24,14,10,2
CSGP,2021-02-24,14,11,5
CSGP,2021-02-24,14,12,1
CSGP,2021-02-24,14,13,0
CSGP,2021-02-24,14,14,0
CSGP,2022-02-23,8,1,8
CSGP,2022-02-23,8,2,3
CSGP,2022-02-23,8,3,5
CSGP,2022-02-23,8,4,7
CSGP,2022-02-23,8,5,5
CSGP,2022-02-23,8,6,2
CSGP,2022-02-23,8,7,-3
CSGP,2022-02-23,8,8,-4
CSGP,2023-02-22,12,1,1
CSGP,2023-02-22,12,2,2
CSGP,2023-02-22,12,3,5
CSGP,2023-02-22,12,4,3
CSGP,2023-02-22,12,5,3
CSGP,2023-02-22,12,6,2
CSGP,2023-02-22,12,7,2
CSGP,2023-02-22,12,8,6
CSGP,2023-02-22,12,9,2
CSGP,2023-02-22,12,10,3
CSGP,2023-02-22,12,11,3
CSGP,2023-02-22,12,12,2
CSGP,2024-02-22,6,1,4
CSGP,2024-02-22,6,2,5
CSGP,2024-02-22,6,3,4
CSGP,2024-02-22,6,4,4
CSGP,2024-02-22,6,5,2
CSGP,2024-02-22,6,6,1
CSX,2021-02-10,9,1,4
CSX,2021-02-10,9,2,6
CSX,2021-02-10,9,3,6
CSX,2021-02-10,9,4,3
CSX,2021-02-10,9,5,7
CSX,2021-02-10,9,6,6
CSX,2021-02-10,9,7,5
CSX,2021-02-10,9,8,1
CSX,2021-02-10,9,9,8
CSX,2022-02-16,13,1,6
CSX,2022-02-16,13,2,1
CSX,2022-02-16,13,3,6
CSX,2022-02-16,13,4,5
CSX,2022-02-16,13,5,4
CSX,2022-02-16,13,6,2
CSX,2022-02-16,13,7,2
CSX,2022-02-16,13,8,5
CSX,2022-02-16,13,9,7
CSX,2022-02-16,13,10,5
CSX,2022-02-16,13,11,0
CSX,2022-02-16,13,12,0
CSX,2022-02-16,13,13,0
CSX,2023-02-15,8,1,4
CSX,2023-02-15,8,2,5
CSX,2023-02-15,8,3,4
CSX,2023-02-15,8,4,5
CSX,2023-02-15,8,5,6
CSX,2023-02-15,8,6,8
CSX,2023-02-15,8,7,3
CSX,2023-02-15,8,8,5
CSX,2024-02-14,7,1,3
CSX,2024-02-14,7,2,3
CSX,2024-02-14,7,3,2
CSX,2024-02-14,7,4,3
CSX,2024-02-14,7,5,4
CSX,2024-02-14,7,6,4
CSX,2024-02-14,7,7,1
CTAS,2021-07-28,17,1,1
CTAS,2021-07-28,17,2,6
CTAS,2021-07-28,17,3,2
CTAS,2021-07-28,17,4,1
CTAS,2021-07-28,17,5,2
CTAS,2021-07-28,17,6,2
CTAS,2021-07-28,17,7,2
CTAS,2021-07-28,17,8,2
CTAS,2021-07-28,17,9,5
CTAS,2021-07-28,17,10,4
CTAS,2021-07-28,17,11,0
CTAS,2021-07-28,17,12,4
CTAS,2021-07-28,17,13,3
CTAS,2021-07-28,17,14,4
CTAS,2021-07-28,17,15,3
CTAS,2021-07-28,17,16,2
CTAS,2021-07-28,17,17,2
CTAS,2022-07-27,12,1,7
CTAS,2022-07-27,12,2,6
CTAS,2022-07-27,12,3,5
CTAS,2022-07-27,12,4,1
CTAS,2022-07-27,12,5,5
CTAS,2022-07-27,12,6,3
CTAS,2022-07-27,12,7,3
CTAS,2022-07-27,12,8,1
CTAS,2022-07-27,12,9,3
CTAS,2022-07-27,12,10,-2
CTAS,2022-07-27,12,11,0
CTAS,2022-07-27,12,12,0
CTAS,2023-07-27,5,1,4
CTAS,2023-07-27,5,2,5
CTAS,2023-07-27,5,3,5
CTAS,2023-07-27,5,4,3
CTAS,2023-07-27,5,5,3
CTAS,2024-07-25,4,1,4
CTAS,2024-07-25,4,2,4
CTAS,2024-07-25,4,3,2
CTAS,2024-07-25,4,4,1
CTSH,2021-02-12,16,1,8
CTSH,2021-02-12,16,2,7
CTSH,2021-02-12,16,3,7
CTSH,2021-02-12,16,4,6
CTSH,2021-02-12,16,5,7
CTSH,2021-02-12,16,6,6
CTSH,2021-02-12,16,7,6
CTSH,2021-02-12,16,8,5
CTSH,2021-02-12,16,9,4
CTSH,2021-02-12,16,10,3
CTSH,2021-02-12,16,11,3
CTSH,2021-02-12,16,12,3
CTSH,2021-02-12,16,13,6
CTSH,2021-02-12,16,14,7
CTSH,2021-02-12,16,15,3
CTSH,2021-02-12,16,16,4
CTSH,2022-02-16,14,1,6
CTSH,2022-02-16,14,2,9
CTSH,2022-02-16,14,3,8
CTSH,2022-02-16,14,4,7
CTSH,2022-02-16,14,5,8
CTSH,2022-02-16,14,6,8
CTSH,2022-02-16,14,7,6
CTSH,2022-02-16,14,8,7
CTSH,2022-02-16,14,9,6
CTSH,2022-02-16,14,10,6
CTSH,2022-02-16,14,11,6
CTSH,2022-02-16,14,12,7
CTSH,2022-02-16,14,13,4
CTSH,2022-02-16,14,14,7
CTSH,2023-02-15,11,1,6
CTSH,2023-02-15,11,2,6
CTSH,2023-02-15,11,3,7
CTSH,2023-02-15,11,4,8
CTSH,2023-02-15,11,5,8
CTSH,2023-02-15,11,6,5
CTSH,2023-02-15,11,7,4
CTSH,2023-02-15,11,8,2
CTSH,2023-02-15,11,9,2
CTSH,2023-02-15,11,10,3
CTSH,2023-02-15,11,11,1
CTSH,2024-02-14,6,1,4
CTSH,2024-02-14,6,2,5
CTSH,2024-02-14,6,3,5
CTSH,2024-02-14,6,4,6
CTSH,2024-02-14,6,5,4
CTSH,2024-02-14,6,6,2
CTVA,2021-02-11,10,1,5
CTVA,2021-02-11,10,2,5
CTVA,2021-02-11,10,3,4
CTVA,2021-02-11,10,4,4
CTVA,2021-02-11,10,5,4
CTVA,2021-02-11,10,6,4
CTVA,2021-02-11,10,7,3
CTVA,2021-02-11,10,8,1
CTVA,2021-02-11,10,9,3
CTVA,2021-02-11,10,10,-1
CTVA,2022-02-10,7,1,7
CTVA,2022-02-10,7,2,7
CTVA,2022-02-10,7,3,8
CTVA,2022-02-10,7,4,6
CTVA,2022-02-10,7,5,2
CTVA,2022-02-10,7,6,6
CTVA,2022-02-10,7,7,4
CTVA,2023-02-09,11,1,6
CTVA,2023-02-09,11,2,6
CTVA,2023-02-09,11,3,8
CTVA,2023-02-09,11,4,4
CTVA,2023-02-09,11,5,6
CTVA,2023-02-09,11,6,5
CTVA,2023-02-09,11,7,5
CTVA,2023-02-09,11,8,4
CTVA,2023-02-09,11,9,5
CTVA,2023-02-09,11,10,4
CTVA,2023-02-09,11,11,3
CTVA,2024-02-08,7,1,5
CTVA,2024-02-08,7,2,4
CTVA,2024-02-08,7,3,4
CTVA,2024-02-08,7,4,4
CTVA,2024-02-08,7,5,5
CTVA,2024-02-08,7,6,4
CTVA,2024-02-08,7,7,4
CVS,2021-02-16,7,1,6
CVS,2021-02-16,7,2,7
CVS,2021-02-16,7,3,7
CVS,2021-02-16,7,4,6
CVS,2021-02-16,7,5,7
CVS,2021-02-16,7,6,6
CVS,2021-02-16,7,7,6
CVS,2022-02-09,7,1,9
CVS,2022-02-09,7,2,6
CVS,2022-02-09,7,3,4
CVS,2022-02-09,7,4,7
CVS,2022-02-09,7,5,4
CVS,2022-02-09,7,6,5
CVS,2022-02-09,7,7,4
CVS,2023-02-08,11,1,6
CVS,2023-02-08,11,2,6
CVS,2023-02-08,11,3,7
CVS,2023-02-08,11,4,5
CVS,2023-02-08,11,5,6
CVS,2023-02-08,11,6,4
CVS,2023-02-08,11,7,2
CVS,2023-02-08,11,8,5
CVS,2023-02-08,11,9,6
CVS,2023-02-08,11,10,6
CVS,2023-02-08,11,11,5
CVS,2024-02-07,7,1,7
CVS,2024-02-07,7,2,5
CVS,2024-02-07,7,3,5
CVS,2024-02-07,7,4,5
CVS,2024-02-07,7,5,3
CVS,2024-02-07,7,6,5
CVS,2024-02-07,7,7,6
CVX,2021-02-25,14,1,9
CVX,2021-02-25,14,2,4
CVX,2021-02-25,14,3,8
CVX,2021-02-25,14,4,7
CVX,2021-02-25,14,5,7
CVX,2021-02-25,14,6,6
CVX,2021-02-25,14,7,6
CVX,2021-02-25,14,8,5
CVX,2021-02-25,14,9,6
CVX,2021-02-25,14,10,3
CVX,2021-02-25,14,11,5
CVX,2021-02-25,14,12,6
CVX,2021-02-25,14,13,4
CVX,2021-02-25,14,14,5
CVX,2022-02-24,13,1,7
CVX,2022-02-24,13,2,6
CVX,2022-02-24,13,3,4
CVX,2022-02-24,13,4,5
CVX,2022-02-24,13,5,8
CVX,2022-02-24,13,6,7
CVX,2022-02-24,13,7,5
CVX,2022-02-24,13,8,6
CVX,2022-02-24,13,9,5
CVX,2022-02-24,13,10,3
CVX,2022-02-24,13,11,6
CVX,2022-02-24,13,12,4
CVX,2022-02-24,13,13,3
CVX,2023-02-23,11,1,1
CVX,2023-02-23,11,2,3
CVX,2023-02-23,11,3,5
CVX,2023-02-23,11,4,4
CVX,2023-02-23,11,5,2
CVX,2023-02-23,11,6,3
CVX,2023-02-23,11,7,4
CVX,2023-02-23,11,8,3
CVX,2023-02-23,11,9,4
CVX,2023-02-23,11,10,1
CVX,2023-02-23,11,11,5
CVX,2024-02-26,1,1,5
CZR,2021-03-01,8,1,6
CZR,2021-03-01,8,2,5
CZR,2021-03-01,8,3,4
CZR,2021-03-01,8,4,3
CZR,2021-03-01,8,5,1
CZR,2021-03-01,8,6,2
CZR,2021-03-01,8,7,5
CZR,2021-03-01,8,8,1
CZR,2022-02-24,7,1,7
CZR,2022-02-24,7,2,7
CZR,2022-02-24,7,3,8
CZR,2022-02-24,7,4,6
CZR,2022-02-24,7,5,5
CZR,2022-02-24,7,6,5
CZR,2022-02-24,7,7,2
CZR,2023-02-22,8,1,4
CZR,2023-02-22,8,2,6
CZR,2023-02-22,8,3,6
CZR,2023-02-22,8,4,8
CZR,2023-02-22,8,5,5
CZR,2023-02-22,8,6,7
CZR,2023-02-22,8,7,1
CZR,2023-02-22,8,8,2
CZR,2024-02-20,6,1,5
CZR,2024-02-20,6,2,6
CZR,2024-02-20,6,3,5
CZR,2024-02-20,6,4,6
CZR,2024-02-20,6,5,5
CZR,2024-02-20,6,6,4
DAL,2021-02-12,16,1,8
DAL,2021-02-12,16,2,5
DAL,2021-02-12,16,3,9
DAL,2021-02-12,16,4,7
DAL,2021-02-12,16,5,6
DAL,2021-02-12,16,6,1
DAL,2021-02-12,16,7,6
DAL,2021-02-12,16,8,7
DAL,2021-02-12,16,9,6
DAL,2021-02-12,16,10,7
DAL,2021-02-12,16,11,5
DAL,2021-02-12,16,12,5
DAL,2021-02-12,16,13,4
DAL,2021-02-12,16,14,5
DAL,2021-02-12,16,15,6
DAL,2021-02-12,16,16,7
DAL,2022-02-11,9,1,9
DAL,2022-02-11,9,2,9
DAL,2022-02-11,9,3,8
DAL,2022-02-11,9,4,4
DAL,2022-02-11,9,5,5
DAL,2022-02-11,9,6,1
DAL,2022-02-11,9,7,5
DAL,2022-02-11,9,8,6
DAL,2022-02-11,9,9,8
DAL,2023-02-10,8,1,8
DAL,2023-02-10,8,2,6
DAL,2023-02-10,8,3,7
DAL,2023-02-10,8,4,5
DAL,2023-02-10,8,5,7
DAL,2023-02-10,8,6,8
DAL,2023-02-10,8,7,6
DAL,2023-02-10,8,8,4
DAL,2024-02-12,7,1,6
DAL,2024-02-12,7,2,6
DAL,2024-02-12,7,3,4
DAL,2024-02-12,7,4,5
DAL,2024-02-12,7,5,4
DAL,2024-02-12,7,6,5
DAL,2024-02-12,7,7,4
DAY,2021-02-26,11,1,5
DAY,2021-02-26,11,2,2
DAY,2021-02-26,11,3,5
DAY,2021-02-26,11,4,1
DAY,2021-02-26,11,5,6
DAY,2021-02-26,11,6,5
DAY,2021-02-26,11,7,4
DAY,2021-02-26,11,8,4
DAY,2021-02-26,11,9,7
DAY,2021-02-26,11,10,0
DAY,2021-02-26,11,11,1
DAY,2022-02-28,5,1,8
DAY,2022-02-28,5,2,7
DAY,2022-02-28,5,3,7
DAY,2022-02-28,5,4,5
DAY,2022-02-28,5,5,6
DAY,2023-03-01,7,1,6
DAY,2023-03-01,7,2,5
DAY,2023-03-01,7,3,5
DAY,2023-03-01,7,4,1
DAY,2023-03-01,7,5,4
DAY,2023-03-01,7,6,8
DAY,2023-03-01,7,7,1
DAY,2024-02-28,3,1,5
DAY,2024-02-28,3,2,6
DAY,2024-02-28,3,3,3
DD,2021-02-12,14,1,5
DD,2021-02-12,14,2,4
DD,2021-02-12,14,3,4
DD,2021-02-12,14,4,6
DD,2021-02-12,14,5,5
DD,2021-02-12,14,6,3
DD,2021-02-12,14,7,5
DD,2021-02-12,14,8,3
DD,2021-02-12,14,9,4
DD,2021-02-12,14,10,4
DD,2021-02-12,14,11,5
DD,2021-02-12,14,12,5
DD,2021-02-12,14,13,4
DD,2021-02-12,14,14,10
DD,2022-02-11,14,1,8
DD,2022-02-11,14,2,6
DD,2022-02-11,14,3,4
DD,2022-02-11,14,4,4
DD,2022-02-11,14,5,4
DD,2022-02-11,14,6,4
DD,2022-02-11,14,7,5
DD,2022-02-11,14,8,5
DD,2022-02-11,14,9,5
DD,2022-02-11,14,10,4
DD,2022-02-11,14,11,4
DD,2022-02-11,14,12,3
DD,2022-02-11,14,13,-1
DD,2022-02-11,14,14,3
DD,2023-02-15,12,1,5
DD,2023-02-15,12,2,1
DD,2023-02-15,12,3,5
DD,2023-02-15,12,4,6
DD,2023-02-15,12,5,1
DD,2023-02-15,12,6,4
DD,2023-02-15,12,7,5
DD,2023-02-15,12,8,5
DD,2023-02-15,12,9,7
DD,2023-02-15,12,10,6
DD,2023-02-15,12,11,7
DD,2023-02-15,12,12,5
DD,2024-02-15,6,1,6
DD,2024-02-15,6,2,5
DD,2024-02-15,6,3,5
DD,2024-02-15,6,4,2
DD,2024-02-15,6,5,2
DD,2024-02-15,6,6,-2
DELL,2021-03-26,16,1,5
DELL,2021-03-26,16,2,7
DELL,2021-03-26,16,3,4
DELL,2021-03-26,16,4,5
DELL,2021-03-26,16,5,6
DELL,2021-03-26,16,6,6
DELL,2021-03-26,16,7,5
DELL,2021-03-26,16,8,7
DELL,2021-03-26,16,9,3
DELL,2021-03-26,16,10,3
DELL,2021-03-26,16,11,4
DELL,2021-03-26,16,12,5
DELL,2021-03-26,16,13,2
DELL,2021-03-26,16,14,2
DELL,2021-03-26,16,15,5
DELL,2021-03-26,16,16,4
DELL,2022-03-24,15,1,8
DELL,2022-03-24,15,2,7
DELL,2022-03-24,15,3,6
DELL,2022-03-24,15,4,5
DELL,2022-03-24,15,5,7
DELL,2022-03-24,15,6,6
DELL,2022-03-24,15,7,7
DELL,2022-03-24,15,8,8
DELL,2022-03-24,15,9,6
DELL,2022-03-24,15,10,7
DELL,2022-03-24,15,11,7
DELL,2022-03-24,15,12,6
DELL,2022-03-24,15,13,6
DELL,2022-03-24,15,14,7
DELL,2022-03-24,15,15,5
DELL,2023-03-30,8,1,3
DELL,2023-03-30,8,2,5
DELL,2023-03-30,8,3,3
DELL,2023-03-30,8,4,0
DELL,2023-03-30,8,5,3
DELL,2023-03-30,8,6,1
DELL,2023-03-30,8,7,3
DELL,2023-03-30,8,8,1
DELL,2024-03-25,5,1,5
DELL,2024-03-25,5,2,4
DELL,2024-03-25,5,3,2
DELL,2024-03-25,5,4,1
DELL,2024-03-25,5,5,4
DE,2021-12-16,12,1,8
DE,2021-12-16,12,2,7
DE,2021-12-16,12,3,8
DE,2021-12-16,12,4,6
DE,2021-12-16,12,5,8
DE,2021-12-16,12,6,6
DE,2021-12-16,12,7,9
DE,2021-12-16,12,8,7
DE,2021-12-16,12,9,7
DE,2021-12-16,12,10,4
DE,2021-12-16,12,11,6
DE,2021-12-16,12,12,6
DE,2022-12-15,5,1,6
DE,2022-12-15,5,2,3
DE,2022-12-15,5,3,5
DE,2022-12-15,5,4,2
DE,2022-12-15,5,5,1
DE,2023-12-15,3,1,6
DE,2023-12-15,3,2,4
DE,2023-12-15,3,3,1
DE,2024-12-12,4,1,5
DE,2024-12-12,4,2,3
DE,2024-12-12,4,3,2
DE,2024-12-12,4,4,3
DFS,2021-02-17,9,1,7
DFS,2021-02-17,9,2,6
DFS,2021-02-17,9,3,2
DFS,2021-02-17,9,4,6
DFS,2021-02-17,9,5,8
DFS,2021-02-17,9,6,2
DFS,2021-02-17,9,7,1
DFS,2021-02-17,9,8,2
DFS,2021-02-17,9,9,2
DFS,2022-02-24,8,1,8
DFS,2022-02-24,8,2,9
DFS,2022-02-24,8,3,8
DFS,2022-02-24,8,4,7
DFS,2022-02-24,8,5,5
DFS,2022-02-24,8,6,5
DFS,2022-02-24,8,7,5
DFS,2022-02-24,8,8,6
DFS,2023-02-23,4,1,6
DFS,2023-02-23,4,2,6
DFS,2023-02-23,4,3,2
DFS,2023-02-23,4,4,1
DFS,2024-02-23,2,1,4
DFS,2024-02-23,2,2,5
DGX,2021-02-22,13,1,8
DGX,2021-02-22,13,2,4
DGX,2021-02-22,13,3,3
DGX,2021-02-22,13,4,6
DGX,2021-02-22,13,5,6
DGX,2021-02-22,13,6,1
DGX,2021-02-22,13,7,5
DGX,2021-02-22,13,8,2
DGX,2021-02-22,13,9,5
DGX,2021-02-22,13,10,5
DGX,2021-02-22,13,11,4
DGX,2021-02-22,13,12,5
DGX,2021-02-22,13,13,2
DGX,2022-02-28,23,1,7
DGX,2022-02-28,23,2,3
DGX,2022-02-28,23,3,0
DGX,2022-02-28,23,4,4
DGX,2022-02-28,23,5,5
DGX,2022-02-28,23,6,7
DGX,2022-02-28,23,7,9
DGX,2022-02-28,23,8,6
DGX,2022-02-28,23,9,5
DGX,2022-02-28,23,10,9
DGX,2022-02-28,23,11,8
DGX,2022-02-28,23,12,3
DGX,2022-02-28,23,13,7
DGX,2022-02-28,23,14,7
DGX,2022-02-28,23,15,6
DGX,2022-02-28,23,16,3
DGX,2022-02-28,23,17,3
DGX,2022-02-28,23,18,4
DGX,2022-02-28,23,19,7
DGX,2022-02-28,23,20,5
DGX,2022-02-28,23,21,6
DGX,2022-02-28,23,22,5
DGX,2022-02-28,23,23,1
DGX,2023-02-21,12,1,1
DGX,2023-02-21,12,2,5
DGX,2023-02-21,12,3,8
DGX,2023-02-21,12,4,4
DGX,2023-02-21,12,5,6
DGX,2023-02-21,12,6,6
DGX,2023-02-21,12,7,3
DGX,2023-02-21,12,8,1
DGX,2023-02-21,12,9,1
DGX,2023-02-21,12,10,1
DGX,2023-02-21,12,11,1
DGX,2023-02-21,12,12,1
DGX,2024-02-22,9,1,2
DGX,2024-02-22,9,2,5
DGX,2024-02-22,9,3,4
DGX,2024-02-22,9,4,2
DGX,2024-02-22,9,5,1
DGX,2024-02-22,9,6,1
DGX,2024-02-22,9,7,2
DGX,2024-02-22,9,8,1
DGX,2024-02-22,9,9,1
DG,2021-03-19,15,1,6
DG,2021-03-19,15,2,5
DG,2021-03-19,15,3,3
DG,2021-03-19,15,4,4
DG,2021-03-19,15,5,3
DG,2021-03-19,15,6,-2
DG,2021-03-19,15,7,4
DG,2021-03-19,15,8,6
DG,2021-03-19,15,9,1
DG,2021-03-19,15,10,6
DG,2021-03-19,15,11,3
DG,2021-03-19,15,12,3
DG,2021-03-19,15,13,1
DG,2021-03-19,15,14,5
DG,2021-03-19,15,15,3
DG,2022-03-18,13,1,7
DG,2022-03-18,13,2,7
DG,2022-03-18,13,3,6
DG,2022-03-18,13,4,4
DG,2022-03-18,13,5,5
DG,2022-03-18,13,6,7
DG,2022-03-18,13,7,6
DG,2022-03-18,13,8,4
DG,2022-03-18,13,9,8
DG,2022-03-18,13,10,9
DG,2022-03-18,13,11,6
DG,2022-03-18,13,12,7
DG,2022-03-18,13,13,6
DG,2023-03-24,5,1,4
DG,2023-03-24,5,2,6
DG,2023-03-24,5,3,2
DG,2023-03-24,5,4,5
DG,2023-03-24,5,5,3
DG,2024-03-25,6,1,4
DG,2024-03-25,6,2,3
DG,2024-03-25,6,3,2
DG,2024-03-25,6,4,6
DG,2024-03-25,6,5,4
DG,2024-03-25,6,6,-1
DHI,2021-11-18,9,1,7
DHI,2021-11-18,9,2,1
DHI,2021-11-18,9,3,10
DHI,2021-11-18,9,4,7
DHI,2021-11-18,9,5,4
DHI,2021-11-18,9,6,5
DHI,2021-11-18,9,7,5
DHI,2021-11-18,9,8,5
DHI,2021-11-18,9,9,8
DHI,2022-11-18,6,1,1
DHI,2022-11-18,6,2,1
DHI,2022-11-18,6,3,6
DHI,2022-11-18,6,4,8
DHI,2022-11-18,6,5,5
DHI,2022-11-18,6,6,4
DHI,2023-11-17,7,1,4
DHI,2023-11-17,7,2,1
DHI,2023-11-17,7,3,4
DHI,2023-11-17,7,4,5
DHI,2023-11-17,7,5,2
DHI,2023-11-17,7,6,4
DHI,2023-11-17,7,7,2
DHI,2024-11-19,9,1,4
DHI,2024-11-19,9,2,3
DHI,2024-11-19,9,3,5
DHI,2024-11-19,9,4,6
DHI,2024-11-19,9,5,4
DHI,2024-11-19,9,6,5
DHI,2024-11-19,9,7,4
DHI,2024-11-19,9,8,2
DHI,2024-11-19,9,9,0
DHR,2021-02-25,20,1,6
DHR,2021-02-25,20,2,2
DHR,2021-02-25,20,3,5
DHR,2021-02-25,20,4,4
DHR,2021-02-25,20,5,2
DHR,2021-02-25,20,6,7
DHR,2021-02-25,20,7,4
DHR,2021-02-25,20,8,4
DHR,2021-02-25,20,9,3
DHR,2021-02-25,20,10,4
DHR,2021-02-25,20,11,3
DHR,2021-02-25,20,12,2
DHR,2021-02-25,20,13,2
DHR,2021-02-25,20,14,3
DHR,2021-02-25,20,15,3
DHR,2021-02-25,20,16,3
DHR,2021-02-25,20,17,3
DHR,2021-02-25,20,18,3
DHR,2021-02-25,20,19,3
DHR,2021-02-25,20,20,2
DHR,2022-02-23,10,1,8
DHR,2022-02-23,10,2,4
DHR,2022-02-23,10,3,6
DHR,2022-02-23,10,4,4
DHR,2022-02-23,10,5,8
DHR,2022-02-23,10,6,9
DHR,2022-02-23,10,7,5
DHR,2022-02-23,10,8,7
DHR,2022-02-23,10,9,6
DHR,2022-02-23,10,10,5
DHR,2023-02-22,8,1,5
DHR,2023-02-22,8,2,2
DHR,2023-02-22,8,3,4
DHR,2023-02-22,8,4,6
DHR,2023-02-22,8,5,2
DHR,2023-02-22,8,6,5
DHR,2023-02-22,8,7,4
DHR,2023-02-22,8,8,5
DHR,2024-02-21,5,1,4
DHR,2024-02-21,5,2,2
DHR,2024-02-21,5,3,5
DHR,2024-02-21,5,4,3
DHR,2024-02-21,5,5,3
DIS,2021-11-24,11,1,6
DIS,2021-11-24,11,2,8
DIS,2021-11-24,11,3,5
DIS,2021-11-24,11,4,5
DIS,2021-11-24,11,5,5
DIS,2021-11-24,11,6,3
DIS,2021-11-24,11,7,5
DIS,2021-11-24,11,8,6
DIS,2021-11-24,11,9,5
DIS,2021-11-24,11,10,7
DIS,2021-11-24,11,11,5
DIS,2022-11-29,23,1,8
DIS,2022-11-29,23,2,7
DIS,2022-11-29,23,3,5
DIS,2022-11-29,23,4,3
DIS,2022-11-29,23,5,7
DIS,2022-11-29,23,6,5
DIS,2022-11-29,23,7,4
DIS,2022-11-29,23,8,4
DIS,2022-11-29,23,9,3
DIS,2022-11-29,23,10,7
DIS,2022-11-29,23,11,3
DIS,2022-11-29,23,12,5
DIS,2022-11-29,23,13,4
DIS,2022-11-29,23,14,7
DIS,2022-11-29,23,15,4
DIS,2022-11-29,23,16,2
DIS,2022-11-29,23,17,5
DIS,2022-11-29,23,18,3
DIS,2022-11-29,23,19,2
DIS,2022-11-29,23,20,7
DIS,2022-11-29,23,21,2
DIS,2022-11-29,23,22,5
DIS,2022-11-29,23,23,2
DIS,2023-11-21,10,1,6
DIS,2023-11-21,10,2,5
DIS,2023-11-21,10,3,7
DIS,2023-11-21,10,4,4
DIS,2023-11-21,10,5,3
DIS,2023-11-21,10,6,3
DIS,2023-11-21,10,7,3
DIS,2023-11-21,10,8,5
DIS,2023-11-21,10,9,5
DIS,2023-11-21,10,10,4
DIS,2024-11-14,4,1,6
DIS,2024-11-14,4,2,6
DIS,2024-11-14,4,3,2
DIS,2024-11-14,4,4,2
DLR,2021-03-01,8,1,7
DLR,2021-03-01,8,2,8
DLR,2021-03-01,8,3,5
DLR,2021-03-01,8,4,6
DLR,2021-03-01,8,5,5
DLR,2021-03-01,8,6,6
DLR,2021-03-01,8,7,7
DLR,2021-03-01,8,8,1
DLR,2022-02-25,21,1,3
DLR,2022-02-25,21,2,6
DLR,2022-02-25,21,3,5
DLR,2022-02-25,21,4,4
DLR,2022-02-25,21,5,5
DLR,2022-02-25,21,6,4
DLR,2022-02-25,21,7,2
DLR,2022-02-25,21,8,6
DLR,2022-02-25,21,9,5
DLR,2022-02-25,21,10,4
DLR,2022-02-25,21,11,4
